geometry,category,handle,status,bedrijfstoestand,functie,subnettype,eigenaar,beheerder,datum_aanleg,netgekoppeld,bovengronds,asset_id,feature_id
POINT (5.6158587 51.3161533),OVLoverdrachtspunt,56D1,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_E2480F6A-464E-4A8A-ACEF-FED1FA2C35BB
POINT (5.6159852 51.3158484),OVLoverdrachtspunt,56DE,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_090368BB-372B-4739-A7A7-A9C979F14CA4
POINT (5.6149581 51.3159344),OVLoverdrachtspunt,56EB,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_44FF0043-53AA-4C42-B946-C7692AECC15D
POINT (5.6148552 51.3159265),OVLoverdrachtspunt,56F8,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_B78AAB30-C744-48A4-9172-AAE56BEB0A14
POINT (5.6168786 51.3189300),OVLoverdrachtspunt,5705,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_8E660C47-D125-4D0D-A629-57A688DFCB16
POINT (5.6166204 51.3184232),OVLoverdrachtspunt,5712,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_1D63F8DB-93B0-4850-A012-C9447CBE3465
POINT (5.6169817 51.3181702),OVLoverdrachtspunt,571F,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_8F4781DE-E1BC-4374-9237-598C0E3F047D
POINT (5.6163227 51.3180080),OVLoverdrachtspunt,572C,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_5D99B516-6037-4510-8D89-3D9D50EF9D67
POINT (5.6166984 51.3180492),OVLoverdrachtspunt,5739,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_953A933B-C6BB-4036-B853-118F8AB896F0
POINT (5.6166657 51.3178028),OVLoverdrachtspunt,5746,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_7BDA1DB6-A07B-41EF-A942-63016265916B
POINT (5.6165580 51.3176251),OVLoverdrachtspunt,5753,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_3813B0EE-87E6-4BF4-BA1F-75169FD9A783
POINT (5.6165187 51.3173993),OVLoverdrachtspunt,5760,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_35BD9348-36CA-444E-A4E6-E7EADF5DD1B0
POINT (5.6160163 51.3176063),OVLoverdrachtspunt,576D,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_83FE6F9C-FDE9-4D79-9A00-1A815AF99696
POINT (5.6130841 51.3188406),OVLoverdrachtspunt,577A,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_AA109137-8B10-4E7F-B8A7-B8225225DE88
POINT (5.6132943 51.3187617),OVLoverdrachtspunt,5787,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_80831360-FEC6-4862-A31A-5306D4C9A434
POINT (5.6134229 51.3184408),OVLoverdrachtspunt,5794,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_E7A27877-C136-42FA-9EDD-B1D21B9E11C3
POINT (5.6137200 51.3180770),OVLoverdrachtspunt,57A1,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_741CBBFF-79CE-45B6-8D96-332C0496D276
POINT (5.6139883 51.3177436),OVLoverdrachtspunt,57AE,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_BE3374BD-F597-4EB9-839C-F9D7F3C04E3F
POINT (5.6142696 51.3173286),OVLoverdrachtspunt,57BB,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_6F748754-282E-4E0A-9DC9-99459FD54B1E
POINT (5.6103360 51.3188752),OVLoverdrachtspunt,57C8,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_AD866077-FB2D-48F0-87F8-E937C46D9AAB
POINT (5.6098268 51.3164936),OVLoverdrachtspunt,57D5,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_5B638BB1-40A6-4F15-BF51-094E7E7013FC
POINT (5.6105448 51.3163629),OVLoverdrachtspunt,57E2,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_205B358E-46D1-470A-9C91-6F88D209C0DB
POINT (5.6104538 51.3161370),OVLoverdrachtspunt,57EF,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_9AB2094A-27F8-4A0C-8D55-39F32613782F
POINT (5.6133233 51.3167395),OVLoverdrachtspunt,57FC,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_F085EF62-FF38-47A3-B733-9AFCEABF79B7
POINT (5.6130118 51.3166956),OVLoverdrachtspunt,5809,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_87ABA8C2-3061-43A6-81EC-EAF7B3AEFA64
POINT (5.6127742 51.3165198),OVLoverdrachtspunt,5816,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_DBBF5794-9838-4DD2-98D5-4B7AC51245FF
POINT (5.6127855 51.3163019),OVLoverdrachtspunt,5823,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_3B26ABFA-6181-4162-B5AF-0A5D6C69439E
POINT (5.6127853 51.3161075),OVLoverdrachtspunt,5830,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_54812A7B-28A6-45BB-AE87-EC470339916F
POINT (5.6108729 51.3159142),OVLoverdrachtspunt,583D,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_934E3C1D-1184-4EB7-BE0B-06C901969000
POINT (5.6128198 51.3159289),OVLoverdrachtspunt,584A,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_08A8A431-BA6E-45CE-96FB-C842B42BA0B5
POINT (5.6130992 51.3159454),OVLoverdrachtspunt,5857,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_632CFD93-3787-42E8-BB58-9825BB23F6E2
POINT (5.6100052 51.3159431),OVLoverdrachtspunt,5864,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_8EFC5FE8-BBED-4DD0-9728-D60D58CECEAE
POINT (5.6103526 51.3158757),OVLoverdrachtspunt,5871,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_73201207-CEA3-427E-A3A1-CBB12C404CB2
POINT (5.6156635 51.3171747),OVLoverdrachtspunt,587E,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_F5014856-4F51-468B-ADC2-5E61E5BF99FF
POINT (5.6144758 51.3169145),OVLoverdrachtspunt,588B,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_F659EA46-689B-4716-A7B5-3C848A398289
POINT (5.6145941 51.3165383),OVLoverdrachtspunt,5898,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_B7BE5AFA-8252-4AC3-B141-45C9902DA1E3
POINT (5.6152969 51.3167423),OVLoverdrachtspunt,58A5,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_AD214954-8BCB-4836-9C1B-B91DCB024C70
POINT (5.6157610 51.3164285),OVLoverdrachtspunt,58B2,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_129C9458-B5C7-43F0-AE6B-509187A76710
POINT (5.6156515 51.3161362),OVLoverdrachtspunt,58BF,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_C1863048-EBFA-4049-B7C9-4FA6E90073CC
POINT (5.6154325 51.3160358),OVLoverdrachtspunt,58CC,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_873272F3-3C75-4E69-9CD4-24B52E3A0EC4
POINT (5.6148975 51.3163430),OVLoverdrachtspunt,58D9,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_4F001B22-FA01-4A2F-B773-DF055C2C5D24
POINT (5.6147788 51.3161734),OVLoverdrachtspunt,58E6,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_B2415DBD-EFE7-4AAA-B5D3-C3953A8D4377
POINT (5.6147985 51.3160389),OVLoverdrachtspunt,58F3,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_177CB016-8FE4-45C0-A9D7-9D71138FD1E8
POINT (5.6136364 51.3167827),OVLoverdrachtspunt,5900,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_1A299C46-C26B-4240-A4CC-757015E5968D
POINT (5.6139375 51.3168253),OVLoverdrachtspunt,590D,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_E6070B2F-DD6B-40FD-A47F-57912AC064EE
POINT (5.6140274 51.3166471),OVLoverdrachtspunt,591A,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_9826EB9D-0F53-4C32-A4D3-5A1E592E6678
POINT (5.6140724 51.3164684),OVLoverdrachtspunt,5927,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_E112F7DC-2950-4332-BAB5-ACE7E284D371
POINT (5.6141081 51.3162875),OVLoverdrachtspunt,5934,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_54667F1E-C8FC-49A9-9071-137E2EAE6D3B
POINT (5.6141347 51.3161057),OVLoverdrachtspunt,5941,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_F68C83CA-4710-4255-830E-D8720FA02B00
POINT (5.6164062 51.3172042),OVLoverdrachtspunt,594E,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_80E4B052-C5D9-4A7F-AEBF-E6484E43BD78
POINT (5.6168978 51.3171295),OVLoverdrachtspunt,595B,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_91780AF7-291E-4B59-8123-023390A4EBB0
POINT (5.6165997 51.3171042),OVLoverdrachtspunt,5968,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_C1EFE7EA-8C22-4C79-B053-65284FA844FC
POINT (5.6162777 51.3170123),OVLoverdrachtspunt,5975,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_A40EE66E-2ACA-4823-9CDE-F019D52F7965
POINT (5.6170569 51.3163236),OVLoverdrachtspunt,5982,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_F7B9C223-4BF5-4073-9E20-405443ECA360
POINT (5.6169583 51.3160944),OVLoverdrachtspunt,598F,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_EEA40E26-46D0-4A3F-8DA6-6F01A4A69376
POINT (5.6160738 51.3168255),OVLoverdrachtspunt,599C,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_BF17354C-3610-45BE-BBBD-AF2AF0CC5E64
POINT (5.6158467 51.3166461),OVLoverdrachtspunt,59A9,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_0BF2A9C4-0746-4E73-8820-F7ECB86A817B
POINT (5.6166545 51.3160252),OVLoverdrachtspunt,59B6,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_53775D17-B955-4FAD-8B4B-5E17A078E420
POINT (5.6162998 51.3160851),OVLoverdrachtspunt,59C3,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_AC7AE4E9-C38C-48F3-A468-DFE1D8E32519
POINT (5.6163697 51.3160219),OVLoverdrachtspunt,59D0,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_0EE54DB6-AD1B-4B0C-BE3A-2288F30FD7FE
POINT (5.6159820 51.3160981),OVLoverdrachtspunt,59DD,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_B72B4BFB-16E9-429E-9DB7-F698AD204C0D
POINT (5.6157247 51.3159300),OVLoverdrachtspunt,59EA,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_70806824-A6C1-49D9-A89D-CAEC258898A1
POINT (5.6161384 51.3159225),OVLoverdrachtspunt,59F7,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_CA7CE235-9CBE-4BE2-AE0B-EA0D5B7A5385
POINT (5.6159524 51.3158549),OVLoverdrachtspunt,5A04,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_7FA4F735-102C-4EC0-8F5B-9260470C1E41
POINT (5.6137212 51.3159780),OVLoverdrachtspunt,5A11,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_D7CAA6E5-DE05-45BE-82D4-F5D484C259FC
POINT (5.6141674 51.3158923),OVLoverdrachtspunt,5A1E,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_138FA0DC-AC02-4586-9398-A21FA20DC466
POINT (5.6149431 51.3159955),OVLoverdrachtspunt,5A2B,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_CAE969AA-ED16-44BA-81A1-7487D11AE6B4
POINT (5.6151792 51.3160105),OVLoverdrachtspunt,5A38,BESTAAND,IN BEDRIJF,LICHTMAST,,Gemeente,Gemeente,,,,{00000000-0000-0000-0000-000000000000},_DB92E2DA-5B07-47C7-B492-650CDB431F73
